Date,Month,Quarter,City,Total_Deliveries,OnTime_Deliveries,Late_Deliveries,OnTime_Rate_Pct,Avg_Delivery_Time_Min,Avg_Rider_Rating
2024-06-30,Jun,Q2,Jaipur,462,407,54,88.2,41.5,3.9
2024-06-30,Jun,Q2,Lucknow,369,314,54,85.1,40.6,4.91
2024-07-01,Jul,Q3,Mumbai,251,210,40,83.7,40.5,4.74
2024-07-01,Jul,Q3,Delhi,100,93,6,93.7,34.3,4.6
2024-07-01,Jul,Q3,Bangalore,531,509,21,96.0,29.1,4.5
2024-07-01,Jul,Q3,Hyderabad,409,335,73,82.0,14.4,4.13
2024-07-01,Jul,Q3,Chennai,492,437,54,89.0,18.6,4.68
2024-07-01,Jul,Q3,Pune,237,194,42,82.2,18.6,4.76
2024-07-01,Jul,Q3,Kolkata,412,377,34,91.6,35.7,4.48
2024-07-01,Jul,Q3,Ahmedabad,143,113,29,79.2,35.7,4.64
2024-07-01,Jul,Q3,Jaipur,186,159,26,85.5,38.4,3.99
2024-07-01,Jul,Q3,Lucknow,534,450,83,84.4,16.6,4.4
2024-07-02,Jul,Q3,Mumbai,131,106,24,81.1,20.2,4.33
2024-07-02,Jul,Q3,Delhi,332,259,72,78.2,14.9,4.19
2024-07-02,Jul,Q3,Bangalore,270,247,22,91.6,40.3,4.86
2024-07-02,Jul,Q3,Hyderabad,108,104,3,96.6,9.2,4.08
2024-07-02,Jul,Q3,Chennai,590,564,25,95.7,25.1,4.77
2024-07-02,Jul,Q3,Pune,411,389,21,94.7,41.6,4.94
2024-07-02,Jul,Q3,Kolkata,124,116,7,94.0,39.1,4.99
2024-07-02,Jul,Q3,Ahmedabad,505,395,109,78.3,24.0,4.66
2024-07-02,Jul,Q3,Jaipur,380,326,53,85.9,19.9,4.76
2024-07-02,Jul,Q3,Lucknow,408,345,62,84.7,15.2,3.89
2024-07-03,Jul,Q3,Mumbai,261,228,32,87.4,18.8,4.7
2024-07-03,Jul,Q3,Delhi,544,490,53,90.2,9.8,4.06
2024-07-03,Jul,Q3,Bangalore,254,211,42,83.4,26.0,4.07
2024-07-03,Jul,Q3,Hyderabad,263,243,19,92.6,34.4,4.25
2024-07-03,Jul,Q3,Chennai,524,460,63,87.8,16.1,4.56
2024-07-03,Jul,Q3,Pune,460,423,36,92.0,39.9,4.75
2024-07-03,Jul,Q3,Kolkata,286,229,56,80.2,39.7,4.06
2024-07-03,Jul,Q3,Ahmedabad,483,401,81,83.2,11.3,4.15
2024-07-03,Jul,Q3,Jaipur,596,563,32,94.6,40.1,4.79
2024-07-03,Jul,Q3,Lucknow,211,200,10,95.2,17.3,4.65
2024-07-04,Jul,Q3,Mumbai,166,141,24,85.4,21.3,4.6
2024-07-04,Jul,Q3,Delhi,554,483,70,87.2,26.6,4.25
2024-07-04,Jul,Q3,Bangalore,209,183,25,88.0,29.2,4.11
2024-07-04,Jul,Q3,Hyderabad,206,165,40,80.3,19.8,4.81
2024-07-04,Jul,Q3,Chennai,496,408,87,82.3,34.5,4.07
2024-07-04,Jul,Q3,Pune,285,266,18,93.6,40.1,4.49
2024-07-04,Jul,Q3,Kolkata,583,539,43,92.6,40.9,4.13
2024-07-04,Jul,Q3,Ahmedabad,355,298,56,84.1,21.0,4.8
2024-07-04,Jul,Q3,Jaipur,298,283,14,95.1,29.9,4.53
2024-07-04,Jul,Q3,Lucknow,514,451,62,87.8,24.7,4.65
2024-07-05,Jul,Q3,Mumbai,225,179,45,79.6,37.0,4.41
2024-07-05,Jul,Q3,Delhi,567,514,52,90.8,14.9,4.79
2024-07-05,Jul,Q3,Bangalore,336,277,58,82.5,30.9,4.53
2024-07-05,Jul,Q3,Hyderabad,430,367,62,85.5,27.7,4.11
2024-07-05,Jul,Q3,Chennai,314,270,43,86.2,37.0,4.04
2024-07-05,Jul,Q3,Pune,309,286,22,92.6,16.8,3.82
2024-07-05,Jul,Q3,Kolkata,157,128,28,81.8,31.5,4.39
2024-07-05,Jul,Q3,Ahmedabad,324,308,15,95.3,35.5,3.85
2024-07-05,Jul,Q3,Jaipur,207,184,22,89.0,40.4,4.64
2024-07-05,Jul,Q3,Lucknow,335,267,67,79.8,25.3,4.41
2024-07-06,Jul,Q3,Mumbai,367,300,66,81.9,40.4,4.94
2024-07-06,Jul,Q3,Delhi,220,173,46,78.8,13.3,4.06
2024-07-06,Jul,Q3,Bangalore,409,341,67,83.4,40.9,4.25
2024-07-06,Jul,Q3,Hyderabad,598,492,105,82.4,24.4,4.86
2024-07-06,Jul,Q3,Chennai,352,337,14,95.9,10.0,4.13
2024-07-06,Jul,Q3,Pune,506,415,90,82.2,16.4,4.9
2024-07-06,Jul,Q3,Kolkata,176,138,37,78.5,40.1,4.9
2024-07-06,Jul,Q3,Ahmedabad,178,140,37,78.9,14.9,4.96
2024-07-06,Jul,Q3,Jaipur,352,288,63,82.0,39.0,4.58
2024-07-06,Jul,Q3,Lucknow,507,425,81,83.9,35.0,3.88
2024-07-07,Jul,Q3,Mumbai,324,276,47,85.2,40.0,4.43
2024-07-07,Jul,Q3,Delhi,419,383,35,91.6,12.8,3.85
2024-07-07,Jul,Q3,Bangalore,304,264,39,86.9,39.1,4.83
2024-07-07,Jul,Q3,Hyderabad,375,341,33,91.0,35.9,4.43
2024-07-07,Jul,Q3,Chennai,216,186,29,86.5,25.2,4.94
2024-07-07,Jul,Q3,Pune,339,275,63,81.3,32.8,4.83
2024-07-07,Jul,Q3,Kolkata,326,280,45,85.9,38.2,4.55
2024-07-07,Jul,Q3,Ahmedabad,259,240,18,92.7,23.9,4.02
2024-07-07,Jul,Q3,Jaipur,339,308,30,91.0,11.9,4.86
2024-07-07,Jul,Q3,Lucknow,156,124,31,79.6,12.9,4.03
2024-07-08,Jul,Q3,Mumbai,437,395,41,90.6,27.4,4.72
2024-07-08,Jul,Q3,Delhi,436,418,17,96.1,37.9,3.99
2024-07-08,Jul,Q3,Bangalore,170,145,24,85.4,38.8,4.71
2024-07-08,Jul,Q3,Hyderabad,366,291,74,79.6,22.3,4.51
2024-07-08,Jul,Q3,Chennai,568,543,24,95.7,13.2,3.91
2024-07-08,Jul,Q3,Pune,393,314,78,79.9,40.3,4.39
2024-07-08,Jul,Q3,Kolkata,362,315,46,87.1,29.5,3.97
2024-07-08,Jul,Q3,Ahmedabad,534,465,68,87.1,21.2,4.19
2024-07-08,Jul,Q3,Jaipur,250,233,16,93.4,39.1,3.9
2024-07-08,Jul,Q3,Lucknow,515,491,23,95.4,23.3,4.53
2024-07-09,Jul,Q3,Mumbai,158,138,19,87.9,29.9,4.71
2024-07-09,Jul,Q3,Delhi,255,239,15,93.9,33.1,4.64
2024-07-09,Jul,Q3,Bangalore,473,449,23,95.1,33.0,4.62
2024-07-09,Jul,Q3,Hyderabad,242,204,37,84.7,41.6,4.49
2024-07-09,Jul,Q3,Chennai,330,297,32,90.2,9.2,4.9
2024-07-09,Jul,Q3,Pune,158,142,15,89.9,40.8,4.3
2024-07-09,Jul,Q3,Kolkata,363,331,31,91.3,22.6,4.1
2024-07-09,Jul,Q3,Ahmedabad,339,269,69,79.4,40.9,4.08
2024-07-09,Jul,Q3,Jaipur,306,264,41,86.5,28.9,4.09
2024-07-09,Jul,Q3,Lucknow,139,133,5,96.4,13.8,4.78
2024-07-10,Jul,Q3,Mumbai,170,134,35,79.1,23.1,4.46
2024-07-10,Jul,Q3,Delhi,548,438,109,80.1,36.6,4.7
2024-07-10,Jul,Q3,Bangalore,311,272,38,87.6,16.8,4.17
2024-07-10,Jul,Q3,Hyderabad,224,197,26,88.1,40.5,3.88
2024-07-10,Jul,Q3,Chennai,292,282,9,96.8,34.9,3.83
2024-07-10,Jul,Q3,Pune,379,339,39,89.5,20.2,3.84
2024-07-10,Jul,Q3,Kolkata,356,295,60,83.0,21.4,4.75
2024-07-10,Jul,Q3,Ahmedabad,594,529,64,89.2,40.2,4.99
2024-07-10,Jul,Q3,Jaipur,373,299,73,80.2,40.3,4.48
2024-07-10,Jul,Q3,Lucknow,322,251,70,78.2,9.2,4.96
2024-07-11,Jul,Q3,Mumbai,365,341,23,93.6,41.7,4.55
2024-07-11,Jul,Q3,Delhi,140,122,17,87.6,25.6,3.89
2024-07-11,Jul,Q3,Bangalore,485,415,69,85.6,33.4,4.3
2024-07-11,Jul,Q3,Hyderabad,275,215,59,78.3,38.6,4.02
2024-07-11,Jul,Q3,Chennai,183,161,21,88.1,34.0,4.19
2024-07-11,Jul,Q3,Pune,218,171,46,78.6,16.2,4.06
2024-07-11,Jul,Q3,Kolkata,406,390,15,96.1,19.9,4.12
2024-07-11,Jul,Q3,Ahmedabad,407,351,55,86.3,9.5,4.11
2024-07-11,Jul,Q3,Jaipur,191,167,23,87.8,20.6,4.66
2024-07-11,Jul,Q3,Lucknow,482,400,81,83.1,9.7,4.58
2024-07-12,Jul,Q3,Mumbai,297,247,49,83.2,13.3,4.64
2024-07-12,Jul,Q3,Delhi,206,198,7,96.6,33.0,4.67
2024-07-12,Jul,Q3,Bangalore,570,463,106,81.4,42.0,4.34
2024-07-12,Jul,Q3,Hyderabad,538,454,83,84.4,35.4,4.61
2024-07-12,Jul,Q3,Chennai,256,211,44,82.8,19.4,4.77
2024-07-12,Jul,Q3,Pune,495,460,34,93.0,24.8,4.98
2024-07-12,Jul,Q3,Kolkata,204,195,8,95.6,11.7,3.98
2024-07-12,Jul,Q3,Ahmedabad,458,430,27,94.0,28.0,3.84
2024-07-12,Jul,Q3,Jaipur,538,506,31,94.2,22.1,4.57
2024-07-12,Jul,Q3,Lucknow,535,518,16,96.9,37.3,4.7
2024-07-13,Jul,Q3,Mumbai,354,318,35,90.0,9.3,4.83
2024-07-13,Jul,Q3,Delhi,207,199,7,96.3,37.3,4.11
2024-07-13,Jul,Q3,Bangalore,593,512,80,86.4,41.3,4.64
2024-07-13,Jul,Q3,Hyderabad,298,287,10,96.6,15.7,4.91
2024-07-13,Jul,Q3,Chennai,343,282,60,82.5,37.9,3.98
2024-07-13,Jul,Q3,Pune,529,420,108,79.5,32.6,4.29
2024-07-13,Jul,Q3,Kolkata,195,156,38,80.4,34.0,4.64
2024-07-13,Jul,Q3,Ahmedabad,260,228,31,87.7,9.8,4.51
2024-07-13,Jul,Q3,Jaipur,397,326,70,82.2,39.9,4.62
2024-07-13,Jul,Q3,Lucknow,177,160,16,90.7,29.4,4.78
2024-07-14,Jul,Q3,Mumbai,551,514,36,93.3,20.4,4.61
2024-07-14,Jul,Q3,Delhi,187,171,15,91.6,33.4,4.97
2024-07-14,Jul,Q3,Bangalore,269,227,41,84.7,17.2,4.3
2024-07-14,Jul,Q3,Hyderabad,485,423,61,87.3,12.8,4.2
2024-07-14,Jul,Q3,Chennai,280,222,57,79.6,41.6,4.06
2024-07-14,Jul,Q3,Pune,111,98,12,88.6,24.5,4.23
2024-07-14,Jul,Q3,Kolkata,137,109,27,79.9,19.7,3.9
2024-07-14,Jul,Q3,Ahmedabad,154,126,27,82.4,27.5,4.5
2024-07-14,Jul,Q3,Jaipur,542,498,43,91.9,14.7,4.19
2024-07-14,Jul,Q3,Lucknow,116,94,21,81.6,33.3,4.99
2024-07-15,Jul,Q3,Mumbai,429,403,25,94.0,36.3,4.56
2024-07-15,Jul,Q3,Delhi,119,107,11,90.5,31.9,4.12
2024-07-15,Jul,Q3,Bangalore,578,489,88,84.7,23.8,4.04
2024-07-15,Jul,Q3,Hyderabad,159,153,5,96.6,16.7,4.15
2024-07-15,Jul,Q3,Chennai,128,109,18,85.9,15.6,4.85
2024-07-15,Jul,Q3,Pune,369,346,22,94.0,18.8,4.77
2024-07-15,Jul,Q3,Kolkata,269,259,9,96.5,21.9,4.61
2024-07-15,Jul,Q3,Ahmedabad,600,496,103,82.7,14.9,4.59
2024-07-15,Jul,Q3,Jaipur,519,477,41,92.1,40.7,4.52
2024-07-15,Jul,Q3,Lucknow,103,88,14,85.6,33.1,4.12
2024-07-16,Jul,Q3,Mumbai,467,404,62,86.7,27.1,4.82
2024-07-16,Jul,Q3,Delhi,232,218,13,94.2,35.3,4.35
2024-07-16,Jul,Q3,Bangalore,255,209,45,82.3,34.6,4.06
2024-07-16,Jul,Q3,Hyderabad,129,108,20,84.3,11.7,4.85
2024-07-16,Jul,Q3,Chennai,222,198,23,89.3,33.2,4.08
2024-07-16,Jul,Q3,Pune,109,92,16,85.2,20.7,4.4
2024-07-16,Jul,Q3,Kolkata,451,406,44,90.1,36.5,4.15
2024-07-16,Jul,Q3,Ahmedabad,150,136,13,91.0,24.8,4.13
2024-07-16,Jul,Q3,Jaipur,440,356,83,81.1,39.8,4.95
2024-07-16,Jul,Q3,Lucknow,226,209,16,92.5,16.3,4.92
2024-07-17,Jul,Q3,Mumbai,306,248,57,81.2,21.7,4.99
2024-07-17,Jul,Q3,Delhi,500,477,23,95.4,23.0,4.56
2024-07-17,Jul,Q3,Bangalore,231,187,43,81.0,14.9,3.99
2024-07-17,Jul,Q3,Hyderabad,281,260,20,92.6,14.0,4.97
2024-07-17,Jul,Q3,Chennai,501,449,51,89.7,24.4,4.29
2024-07-17,Jul,Q3,Pune,382,367,14,96.1,32.2,3.84
2024-07-17,Jul,Q3,Kolkata,176,147,28,83.7,19.2,4.41
2024-07-17,Jul,Q3,Ahmedabad,155,137,17,89.0,38.6,4.13
2024-07-17,Jul,Q3,Jaipur,353,300,52,85.0,28.3,4.69
2024-07-17,Jul,Q3,Lucknow,431,399,31,92.8,11.3,4.15
2024-07-18,Jul,Q3,Mumbai,461,423,37,91.9,34.8,4.89
2024-07-18,Jul,Q3,Delhi,166,144,21,87.0,18.0,4.49
2024-07-18,Jul,Q3,Bangalore,237,226,10,95.4,10.4,3.93
2024-07-18,Jul,Q3,Hyderabad,170,156,13,92.0,10.3,4.39
2024-07-18,Jul,Q3,Chennai,533,428,104,80.4,36.5,4.72
2024-07-18,Jul,Q3,Pune,457,421,35,92.2,25.4,3.81
2024-07-18,Jul,Q3,Kolkata,274,252,21,92.0,19.5,4.44
2024-07-18,Jul,Q3,Ahmedabad,381,360,20,94.7,20.7,3.95
2024-07-18,Jul,Q3,Jaipur,596,546,49,91.7,11.8,3.93
2024-07-18,Jul,Q3,Lucknow,469,380,88,81.1,37.2,4.14
2024-07-19,Jul,Q3,Mumbai,182,170,11,93.6,14.0,3.95
2024-07-19,Jul,Q3,Delhi,130,123,6,95.2,40.3,4.82
2024-07-19,Jul,Q3,Bangalore,258,211,46,81.8,23.4,3.97
2024-07-19,Jul,Q3,Hyderabad,431,382,48,88.7,32.5,4.38
2024-07-19,Jul,Q3,Chennai,567,495,71,87.4,29.9,3.96
2024-07-19,Jul,Q3,Pune,284,257,26,90.5,24.1,4.0
2024-07-19,Jul,Q3,Kolkata,438,388,49,88.7,19.6,3.81
2024-07-19,Jul,Q3,Ahmedabad,298,268,29,90.1,19.2,4.14
2024-07-19,Jul,Q3,Jaipur,523,441,81,84.5,20.3,4.21
2024-07-19,Jul,Q3,Lucknow,492,415,76,84.5,22.7,4.61
2024-07-20,Jul,Q3,Mumbai,248,237,10,95.8,24.5,4.31
2024-07-20,Jul,Q3,Delhi,261,217,43,83.4,26.3,3.87
2024-07-20,Jul,Q3,Bangalore,493,466,26,94.7,39.6,4.25
2024-07-20,Jul,Q3,Hyderabad,305,292,12,96.0,25.3,4.43
2024-07-20,Jul,Q3,Chennai,537,443,93,82.6,30.6,4.78
2024-07-20,Jul,Q3,Pune,388,338,49,87.2,12.5,4.2
2024-07-20,Jul,Q3,Kolkata,556,499,56,89.9,18.5,4.07
2024-07-20,Jul,Q3,Ahmedabad,257,246,10,96.0,17.2,4.66
2024-07-20,Jul,Q3,Jaipur,532,463,68,87.1,41.6,4.84
2024-07-20,Jul,Q3,Lucknow,158,125,32,79.6,29.2,3.87
2024-07-21,Jul,Q3,Mumbai,273,251,21,92.2,17.8,4.82
2024-07-21,Jul,Q3,Delhi,283,234,48,83.0,32.8,3.95
2024-07-21,Jul,Q3,Bangalore,179,160,18,89.9,28.3,3.97
2024-07-21,Jul,Q3,Hyderabad,329,311,17,94.8,15.7,4.65
2024-07-21,Jul,Q3,Chennai,587,562,24,95.8,37.0,4.27
2024-07-21,Jul,Q3,Pune,389,316,72,81.3,40.9,3.83
2024-07-21,Jul,Q3,Kolkata,460,397,62,86.4,10.6,3.94
2024-07-21,Jul,Q3,Ahmedabad,153,121,31,79.1,27.3,4.75
2024-07-21,Jul,Q3,Jaipur,389,327,61,84.3,30.4,4.14
2024-07-21,Jul,Q3,Lucknow,103,95,7,92.5,32.8,4.19
2024-07-22,Jul,Q3,Mumbai,140,125,14,89.8,30.5,4.55
2024-07-22,Jul,Q3,Delhi,116,106,9,91.9,13.6,3.99
2024-07-22,Jul,Q3,Bangalore,228,214,13,93.9,36.8,4.22
2024-07-22,Jul,Q3,Hyderabad,547,473,73,86.5,24.6,4.21
2024-07-22,Jul,Q3,Chennai,530,462,67,87.3,18.4,4.8
2024-07-22,Jul,Q3,Pune,166,139,26,84.0,24.4,4.97
2024-07-22,Jul,Q3,Kolkata,557,443,113,79.7,37.5,4.96
2024-07-22,Jul,Q3,Ahmedabad,475,447,27,94.2,11.8,4.6
2024-07-22,Jul,Q3,Jaipur,412,343,68,83.3,30.4,4.06
2024-07-22,Jul,Q3,Lucknow,301,255,45,84.9,27.0,4.27
2024-07-23,Jul,Q3,Mumbai,545,473,71,86.9,27.2,4.03
2024-07-23,Jul,Q3,Delhi,118,100,17,85.5,21.7,4.18
2024-07-23,Jul,Q3,Bangalore,287,235,51,81.9,29.8,4.44
2024-07-23,Jul,Q3,Hyderabad,221,192,28,86.9,41.9,4.42
2024-07-23,Jul,Q3,Chennai,184,147,36,80.3,14.7,5.0
2024-07-23,Jul,Q3,Pune,485,405,79,83.6,17.4,4.7
2024-07-23,Jul,Q3,Kolkata,186,149,36,80.5,24.3,4.26
2024-07-23,Jul,Q3,Ahmedabad,417,402,14,96.6,36.6,4.38
2024-07-23,Jul,Q3,Jaipur,482,447,34,92.9,41.6,4.11
2024-07-23,Jul,Q3,Lucknow,261,213,47,81.7,35.1,4.96
2024-07-24,Jul,Q3,Mumbai,340,317,22,93.4,19.8,4.5
2024-07-24,Jul,Q3,Delhi,120,96,23,80.5,41.1,4.24
2024-07-24,Jul,Q3,Bangalore,573,539,33,94.2,28.5,4.19
2024-07-24,Jul,Q3,Hyderabad,113,95,17,84.6,17.9,4.64
2024-07-24,Jul,Q3,Chennai,346,276,69,79.8,9.7,4.32
2024-07-24,Jul,Q3,Pune,101,83,17,83.1,29.6,4.12
2024-07-24,Jul,Q3,Kolkata,228,218,9,95.7,38.4,3.88
2024-07-24,Jul,Q3,Ahmedabad,314,277,36,88.3,23.8,4.01
2024-07-24,Jul,Q3,Jaipur,382,298,83,78.2,16.1,4.42
2024-07-24,Jul,Q3,Lucknow,182,157,24,86.5,22.9,4.42
2024-07-25,Jul,Q3,Mumbai,142,111,30,78.8,34.2,4.94
2024-07-25,Jul,Q3,Delhi,566,473,92,83.6,36.3,4.04
2024-07-25,Jul,Q3,Bangalore,101,97,3,96.6,35.7,3.95
2024-07-25,Jul,Q3,Hyderabad,133,128,4,96.4,21.7,4.11
2024-07-25,Jul,Q3,Chennai,460,444,15,96.7,27.0,4.23
2024-07-25,Jul,Q3,Pune,593,505,87,85.3,14.4,4.08
2024-07-25,Jul,Q3,Kolkata,576,509,66,88.5,25.6,4.99
2024-07-25,Jul,Q3,Ahmedabad,539,470,68,87.3,39.0,3.91
2024-07-25,Jul,Q3,Jaipur,364,307,56,84.5,9.4,3.96
2024-07-25,Jul,Q3,Lucknow,308,268,39,87.1,25.1,4.57
2024-07-26,Jul,Q3,Mumbai,359,339,19,94.5,25.4,4.63
2024-07-26,Jul,Q3,Delhi,148,127,20,86.1,37.2,4.06
2024-07-26,Jul,Q3,Bangalore,563,540,22,96.0,30.5,4.34
2024-07-26,Jul,Q3,Hyderabad,551,506,44,91.9,25.8,4.55
2024-07-26,Jul,Q3,Chennai,268,240,27,89.6,16.6,3.85
2024-07-26,Jul,Q3,Pune,108,100,7,93.5,28.1,4.32
2024-07-26,Jul,Q3,Kolkata,458,400,57,87.4,22.9,4.71
2024-07-26,Jul,Q3,Ahmedabad,449,426,22,95.1,41.2,4.14
2024-07-26,Jul,Q3,Jaipur,486,404,81,83.3,41.0,4.32
2024-07-26,Jul,Q3,Lucknow,143,131,11,91.9,10.1,4.56
2024-07-27,Jul,Q3,Mumbai,471,391,79,83.1,35.5,4.26
2024-07-27,Jul,Q3,Delhi,501,462,38,92.4,10.3,4.53
2024-07-27,Jul,Q3,Bangalore,420,380,39,90.7,29.3,4.72
2024-07-27,Jul,Q3,Hyderabad,515,490,24,95.2,19.9,4.95
2024-07-27,Jul,Q3,Chennai,475,417,57,87.9,40.9,4.89
2024-07-27,Jul,Q3,Pune,384,370,13,96.5,33.3,4.82
2024-07-27,Jul,Q3,Kolkata,333,322,10,96.9,27.2,4.67
2024-07-27,Jul,Q3,Ahmedabad,141,113,27,80.3,10.2,4.21
2024-07-27,Jul,Q3,Jaipur,136,128,7,94.5,12.7,4.42
2024-07-27,Jul,Q3,Lucknow,146,136,9,93.7,12.8,4.13
2024-07-28,Jul,Q3,Mumbai,530,453,76,85.5,37.8,4.4
2024-07-28,Jul,Q3,Delhi,488,386,101,79.3,40.4,4.93
2024-07-28,Jul,Q3,Bangalore,240,209,30,87.1,39.3,4.25
2024-07-28,Jul,Q3,Hyderabad,133,123,9,92.9,15.9,4.49
2024-07-28,Jul,Q3,Chennai,584,456,127,78.2,35.7,4.57
2024-07-28,Jul,Q3,Pune,515,434,80,84.3,38.9,4.44
2024-07-28,Jul,Q3,Kolkata,139,125,13,90.3,41.2,4.3
2024-07-28,Jul,Q3,Ahmedabad,560,524,35,93.7,9.2,4.11
2024-07-28,Jul,Q3,Jaipur,206,164,41,79.7,33.2,4.99
2024-07-28,Jul,Q3,Lucknow,144,136,7,94.6,34.7,4.54
2024-07-29,Jul,Q3,Mumbai,483,408,74,84.6,39.5,4.54
2024-07-29,Jul,Q3,Delhi,193,184,8,95.4,22.1,4.97
2024-07-29,Jul,Q3,Bangalore,529,457,71,86.4,9.8,3.9
2024-07-29,Jul,Q3,Hyderabad,204,197,6,96.6,36.0,4.32
2024-07-29,Jul,Q3,Chennai,325,264,60,81.4,22.0,4.62
2024-07-29,Jul,Q3,Pune,192,184,7,96.1,16.6,4.75
2024-07-29,Jul,Q3,Kolkata,557,472,84,84.8,18.8,4.32
2024-07-29,Jul,Q3,Ahmedabad,248,235,12,95.0,36.5,4.18
2024-07-29,Jul,Q3,Jaipur,191,157,33,82.6,11.4,4.8
2024-07-29,Jul,Q3,Lucknow,265,226,38,85.5,33.2,4.69
2024-07-30,Jul,Q3,Mumbai,337,268,68,79.8,27.7,3.99
2024-07-30,Jul,Q3,Delhi,444,354,89,79.8,19.8,4.74
2024-07-30,Jul,Q3,Bangalore,329,279,49,85.1,38.7,4.63
2024-07-30,Jul,Q3,Hyderabad,150,144,5,96.5,18.0,4.74
2024-07-30,Jul,Q3,Chennai,497,422,74,85.1,9.9,4.35
2024-07-30,Jul,Q3,Pune,357,289,67,81.1,23.8,4.64
2024-07-30,Jul,Q3,Kolkata,326,272,53,83.7,41.4,4.78
2024-07-30,Jul,Q3,Ahmedabad,503,484,18,96.4,33.1,4.11
2024-07-30,Jul,Q3,Jaipur,120,108,11,90.2,14.2,3.81
2024-07-30,Jul,Q3,Lucknow,236,225,10,95.4,25.2,4.19
2024-07-31,Jul,Q3,Mumbai,430,399,30,93.0,31.1,4.26
2024-07-31,Jul,Q3,Delhi,597,551,45,92.4,9.4,3.84
2024-07-31,Jul,Q3,Bangalore,393,365,27,92.9,23.3,4.31
2024-07-31,Jul,Q3,Hyderabad,362,297,64,82.2,27.2,4.93
2024-07-31,Jul,Q3,Chennai,277,232,44,84.0,20.9,4.16
2024-07-31,Jul,Q3,Pune,565,463,101,82.1,21.3,4.22
2024-07-31,Jul,Q3,Kolkata,459,400,58,87.3,40.3,4.35
2024-07-31,Jul,Q3,Ahmedabad,527,418,108,79.4,12.7,4.9
2024-07-31,Jul,Q3,Jaipur,328,284,43,86.8,16.3,4.32
2024-07-31,Jul,Q3,Lucknow,420,336,83,80.2,25.0,4.48
2024-08-01,Aug,Q3,Mumbai,365,293,71,80.5,17.9,4.3
2024-08-01,Aug,Q3,Delhi,565,538,26,95.3,28.5,3.84
2024-08-01,Aug,Q3,Bangalore,156,141,14,91.0,37.4,3.97
2024-08-01,Aug,Q3,Hyderabad,551,438,112,79.5,35.8,4.36
2024-08-01,Aug,Q3,Chennai,376,297,78,79.2,21.4,4.01
2024-08-01,Aug,Q3,Pune,215,189,25,88.2,40.8,4.03
2024-08-01,Aug,Q3,Kolkata,380,338,41,89.2,14.1,4.98
2024-08-01,Aug,Q3,Ahmedabad,561,477,83,85.1,41.2,4.44
2024-08-01,Aug,Q3,Jaipur,439,416,22,94.8,41.6,4.08
2024-08-01,Aug,Q3,Lucknow,306,263,42,86.2,17.1,3.85
2024-08-02,Aug,Q3,Mumbai,163,150,12,92.5,40.7,3.82
2024-08-02,Aug,Q3,Delhi,596,559,36,93.8,27.2,4.72
2024-08-02,Aug,Q3,Bangalore,505,396,108,78.5,28.6,4.55
2024-08-02,Aug,Q3,Hyderabad,329,311,17,94.8,41.5,4.46
2024-08-02,Aug,Q3,Chennai,554,450,103,81.3,39.4,4.75
2024-08-02,Aug,Q3,Pune,232,216,15,93.3,33.7,4.48
2024-08-02,Aug,Q3,Kolkata,215,188,26,87.6,40.0,4.02
2024-08-02,Aug,Q3,Ahmedabad,487,419,67,86.2,35.5,4.5
2024-08-02,Aug,Q3,Jaipur,278,231,46,83.2,21.4,4.85
2024-08-02,Aug,Q3,Lucknow,487,391,95,80.3,12.2,4.61
2024-08-03,Aug,Q3,Mumbai,254,215,38,84.9,19.9,4.7
2024-08-03,Aug,Q3,Delhi,125,106,18,85.3,14.1,4.17
2024-08-03,Aug,Q3,Bangalore,587,481,105,82.1,41.7,4.29
2024-08-03,Aug,Q3,Hyderabad,499,427,71,85.6,25.3,4.32
2024-08-03,Aug,Q3,Chennai,200,159,40,79.9,33.4,4.72
2024-08-03,Aug,Q3,Pune,170,154,15,91.0,35.8,3.98
2024-08-03,Aug,Q3,Kolkata,364,324,39,89.1,28.3,4.93
2024-08-03,Aug,Q3,Ahmedabad,390,328,61,84.3,33.8,4.82
2024-08-03,Aug,Q3,Jaipur,532,446,85,84.0,27.6,4.85
2024-08-03,Aug,Q3,Lucknow,395,332,62,84.1,36.8,3.99
2024-08-04,Aug,Q3,Mumbai,379,318,60,84.1,35.8,4.94
2024-08-04,Aug,Q3,Delhi,339,309,29,91.3,35.2,3.89
2024-08-04,Aug,Q3,Bangalore,580,515,64,88.9,19.6,4.13
2024-08-04,Aug,Q3,Hyderabad,121,96,24,79.9,33.1,4.87
2024-08-04,Aug,Q3,Chennai,515,455,59,88.5,23.3,4.91
2024-08-04,Aug,Q3,Pune,284,243,40,85.8,23.9,4.38
2024-08-04,Aug,Q3,Kolkata,170,152,17,89.7,14.6,3.93
2024-08-04,Aug,Q3,Ahmedabad,405,328,76,81.0,10.0,4.21
2024-08-04,Aug,Q3,Jaipur,450,362,87,80.6,34.3,4.61
2024-08-04,Aug,Q3,Lucknow,257,226,30,88.3,23.8,4.03
2024-08-05,Aug,Q3,Mumbai,211,202,8,96.2,33.4,4.78
2024-08-05,Aug,Q3,Delhi,464,388,75,83.8,17.9,3.95
2024-08-05,Aug,Q3,Bangalore,416,396,19,95.2,21.3,4.86
2024-08-05,Aug,Q3,Hyderabad,464,404,59,87.1,33.1,4.39
2024-08-05,Aug,Q3,Chennai,152,125,26,82.5,33.9,4.53
