Customer_ID,City,Age_Group,Gender,Segment,Total_Orders,Lifetime_Value,Avg_Order_Value,Preferred_Category,NPS_Score
CUST02522,Mumbai,25-34,Female,Regular,16,10129.19,633.07,Fruits & Veg,2
CUST02523,Hyderabad,25-34,Female,Regular,12,9537.57,794.8,Personal Care,10
CUST02524,Bangalore,45-54,Female,New,2,1403.67,701.84,Dairy & Breakfast,3
CUST02525,Mumbai,35-44,Male,Regular,16,5876.95,367.31,Beverages,4
CUST02526,Mumbai,25-34,Male,New,2,1746.73,873.37,Meat & Seafood,7
CUST02527,Bangalore,25-34,Female,Regular,7,2906.96,415.28,Beverages,7
CUST02528,Chennai,25-34,Male,Regular,9,2612.51,290.28,Fruits & Veg,2
CUST02529,Chennai,18-24,Female,Premium,78,18812.1,241.18,Frozen Food,2
CUST02530,Bangalore,25-34,Female,New,2,1505.6,752.8,Cleaning,1
CUST02531,Bangalore,25-34,Female,Regular,14,3687.39,263.38,Frozen Food,5
CUST02532,Lucknow,35-44,Female,Churned,1,364.02,364.02,Baby Care,10
CUST02533,Hyderabad,18-24,Male,New,3,2256.88,752.29,Bakery,5
CUST02534,Delhi,25-34,Male,New,1,238.54,238.54,Fruits & Veg,6
CUST02535,Delhi,18-24,Female,New,2,1233.68,616.84,Bakery,3
CUST02536,Delhi,18-24,Male,Regular,14,5674.5,405.32,Cleaning,2
CUST02537,Hyderabad,25-34,Female,New,3,2567.02,855.67,Baby Care,9
CUST02538,Pune,25-34,Male,Regular,19,9696.31,510.33,Meat & Seafood,1
CUST02539,Bangalore,25-34,Male,New,1,617.78,617.78,Baby Care,1
CUST02540,Ahmedabad,18-24,Female,Regular,19,11491.97,604.84,Fruits & Veg,6
CUST02541,Chennai,35-44,Male,Regular,19,7703.67,405.46,Beverages,10
CUST02542,Bangalore,18-24,Female,Premium,72,37029.09,514.29,Cleaning,3
CUST02543,Chennai,18-24,Female,Premium,77,25915.88,336.57,Personal Care,1
CUST02544,Bangalore,25-34,Female,Premium,80,70073.68,875.92,Fruits & Veg,7
CUST02545,Bangalore,25-34,Female,Premium,25,16052.83,642.11,Frozen Food,8
CUST02546,Chennai,18-24,Female,New,1,590.71,590.71,Snacks & Munchies,10
CUST02547,Delhi,35-44,Male,Churned,5,2544.12,508.82,Cleaning,10
CUST02548,Delhi,25-34,Male,New,2,1665.13,832.57,Meat & Seafood,8
CUST02549,Bangalore,18-24,Male,Regular,6,4477.78,746.3,Baby Care,5
CUST02550,Chennai,18-24,Female,Premium,25,8293.08,331.72,Snacks & Munchies,6
CUST02551,Mumbai,25-34,Female,Regular,7,1445.63,206.52,Baby Care,7
CUST02552,Hyderabad,45-54,Male,Regular,4,2463.99,616.0,Personal Care,8
CUST02553,Kolkata,25-34,Male,Premium,54,12931.43,239.47,Fruits & Veg,10
CUST02554,Chennai,18-24,Female,Premium,50,39227.57,784.55,Meat & Seafood,3
CUST02555,Delhi,45-54,Male,Regular,17,14751.91,867.76,Snacks & Munchies,6
CUST02556,Hyderabad,18-24,Male,Regular,9,6049.76,672.2,Cleaning,4
CUST02557,Mumbai,45-54,Female,Premium,47,27615.02,587.55,Dairy & Breakfast,2
CUST02558,Delhi,18-24,Female,Regular,16,3534.66,220.92,Personal Care,3
CUST02559,Delhi,18-24,Female,Regular,9,5337.67,593.07,Snacks & Munchies,8
CUST02560,Chennai,35-44,Female,Regular,17,14613.59,859.62,Cleaning,6
CUST02561,Hyderabad,25-34,Female,Premium,75,33497.28,446.63,Cleaning,4
CUST02562,Delhi,18-24,Male,Premium,55,41859.35,761.08,Cleaning,2
CUST02563,Hyderabad,18-24,Male,Premium,69,61769.39,895.21,Cleaning,5
CUST02564,Delhi,35-44,Male,New,2,1555.08,777.54,Cleaning,4
CUST02565,Delhi,35-44,Female,Regular,19,4983.88,262.31,Dairy & Breakfast,4
CUST02566,Bangalore,35-44,Male,New,3,1421.6,473.87,Frozen Food,5
CUST02567,Delhi,45-54,Male,Regular,9,5025.4,558.38,Fruits & Veg,5
CUST02568,Pune,35-44,Male,Premium,60,33892.57,564.88,Fruits & Veg,7
CUST02569,Delhi,35-44,Female,New,3,954.66,318.22,Personal Care,6
CUST02570,Mumbai,25-34,Female,Regular,15,11621.66,774.78,Fruits & Veg,6
CUST02571,Mumbai,55+,Male,Regular,11,8032.59,730.24,Beverages,6
CUST02572,Bangalore,25-34,Male,New,2,1194.29,597.14,Beverages,5
CUST02573,Hyderabad,25-34,Female,New,2,1050.26,525.13,Dairy & Breakfast,10
CUST02574,Delhi,18-24,Male,Churned,4,1087.77,271.94,Baby Care,9
CUST02575,Hyderabad,25-34,Female,New,1,285.01,285.01,Personal Care,9
CUST02576,Mumbai,25-34,Male,New,2,1248.15,624.08,Cleaning,10
CUST02577,Delhi,25-34,Male,New,1,259.35,259.35,Personal Care,4
CUST02578,Chennai,25-34,Female,Regular,9,7176.93,797.44,Fruits & Veg,2
CUST02579,Lucknow,25-34,Male,New,1,634.75,634.75,Cleaning,5
CUST02580,Mumbai,45-54,Female,New,3,1565.55,521.85,Beverages,2
CUST02581,Mumbai,35-44,Male,New,1,506.2,506.2,Dairy & Breakfast,3
CUST02582,Delhi,45-54,Female,Premium,71,56645.86,797.83,Personal Care,8
CUST02583,Mumbai,45-54,Male,Premium,33,14993.25,454.34,Cleaning,6
CUST02584,Mumbai,35-44,Male,Regular,4,2223.8,555.95,Baby Care,1
CUST02585,Delhi,18-24,Male,New,2,1113.88,556.94,Cleaning,9
CUST02586,Pune,18-24,Male,New,1,575.47,575.47,Fruits & Veg,2
CUST02587,Hyderabad,25-34,Female,Regular,12,7672.08,639.34,Beverages,4
CUST02588,Mumbai,35-44,Male,Regular,9,5624.67,624.96,Baby Care,4
CUST02589,Delhi,35-44,Male,Regular,18,12217.28,678.74,Meat & Seafood,1
CUST02590,Pune,45-54,Female,Regular,6,4052.01,675.34,Snacks & Munchies,3
CUST02591,Mumbai,35-44,Male,Premium,47,42192.68,897.72,Bakery,9
CUST02592,Mumbai,45-54,Female,Premium,29,10331.44,356.26,Fruits & Veg,6
CUST02593,Lucknow,18-24,Male,New,1,796.68,796.68,Dairy & Breakfast,3
CUST02594,Delhi,25-34,Female,New,1,542.15,542.15,Baby Care,4
CUST02595,Pune,35-44,Female,New,2,1194.75,597.38,Dairy & Breakfast,7
CUST02596,Bangalore,18-24,Male,Regular,5,3552.37,710.47,Beverages,2
CUST02597,Mumbai,35-44,Female,New,3,1756.58,585.53,Personal Care,6
CUST02598,Delhi,45-54,Female,Regular,14,6442.69,460.19,Beverages,2
CUST02599,Hyderabad,45-54,Female,Premium,34,23267.44,684.34,Meat & Seafood,8
CUST02600,Mumbai,25-34,Male,Churned,2,1303.96,651.98,Frozen Food,6
CUST02601,Ahmedabad,45-54,Female,Regular,15,13305.06,887.0,Fruits & Veg,8
CUST02602,Delhi,45-54,Male,Regular,6,2249.22,374.87,Frozen Food,10
CUST02603,Mumbai,45-54,Female,Premium,36,25972.48,721.46,Personal Care,4
CUST02604,Bangalore,25-34,Female,Premium,75,36897.54,491.97,Frozen Food,10
CUST02605,Kolkata,25-34,Male,Premium,46,28594.44,621.62,Frozen Food,2
CUST02606,Delhi,35-44,Male,Regular,8,3922.51,490.31,Cleaning,6
CUST02607,Kolkata,55+,Female,New,2,601.6,300.8,Fruits & Veg,6
CUST02608,Hyderabad,35-44,Female,New,1,511.81,511.81,Baby Care,4
CUST02609,Mumbai,25-34,Female,Regular,16,11768.51,735.53,Fruits & Veg,7
CUST02610,Kolkata,35-44,Male,New,3,2186.51,728.84,Meat & Seafood,4
CUST02611,Chennai,25-34,Male,Premium,54,26628.33,493.12,Meat & Seafood,8
CUST02612,Delhi,45-54,Female,New,3,899.56,299.85,Personal Care,8
CUST02613,Mumbai,35-44,Female,Regular,19,9784.78,514.99,Bakery,8
CUST02614,Delhi,55+,Male,Regular,15,9895.72,659.71,Fruits & Veg,10
CUST02615,Ahmedabad,25-34,Female,Premium,46,14039.2,305.2,Personal Care,7
CUST02616,Mumbai,55+,Female,Regular,11,6966.51,633.32,Fruits & Veg,8
CUST02617,Mumbai,25-34,Male,Regular,13,3867.85,297.53,Baby Care,4
CUST02618,Hyderabad,35-44,Male,Regular,16,12448.6,778.04,Snacks & Munchies,5
CUST02619,Bangalore,45-54,Female,Regular,13,6461.74,497.06,Dairy & Breakfast,4
CUST02620,Mumbai,25-34,Male,Premium,71,24679.44,347.6,Cleaning,9
CUST02621,Bangalore,35-44,Female,Regular,9,5012.85,556.98,Meat & Seafood,7
CUST02622,Hyderabad,35-44,Female,New,1,658.79,658.79,Baby Care,6
CUST02623,Mumbai,35-44,Male,Premium,46,14731.61,320.25,Snacks & Munchies,9
CUST02624,Pune,25-34,Female,Regular,16,6900.61,431.29,Frozen Food,10
CUST02625,Mumbai,18-24,Female,Premium,46,16899.45,367.38,Snacks & Munchies,8
CUST02626,Ahmedabad,25-34,Male,Regular,16,4922.61,307.66,Bakery,6
CUST02627,Bangalore,18-24,Male,New,1,661.12,661.12,Cleaning,5
CUST02628,Mumbai,25-34,Male,Regular,14,5106.84,364.77,Frozen Food,5
CUST02629,Delhi,35-44,Male,Regular,8,2917.13,364.64,Dairy & Breakfast,8
CUST02630,Pune,18-24,Male,Premium,62,40678.27,656.1,Frozen Food,2
CUST02631,Mumbai,18-24,Male,New,3,2521.62,840.54,Fruits & Veg,1
CUST02632,Chennai,35-44,Female,New,2,1353.84,676.92,Frozen Food,10
CUST02633,Chennai,18-24,Female,Regular,19,12930.2,680.54,Cleaning,3
CUST02634,Delhi,45-54,Male,New,2,707.12,353.56,Cleaning,6
CUST02635,Jaipur,18-24,Female,Regular,5,1470.11,294.02,Dairy & Breakfast,10
CUST02636,Lucknow,18-24,Male,New,3,1536.85,512.28,Personal Care,1
CUST02637,Bangalore,35-44,Female,New,2,1478.43,739.22,Personal Care,4
CUST02638,Delhi,25-34,Female,Regular,15,6987.85,465.86,Dairy & Breakfast,6
CUST02639,Mumbai,25-34,Male,New,2,1258.72,629.36,Cleaning,5
CUST02640,Pune,35-44,Male,Regular,8,6265.92,783.24,Fruits & Veg,1
CUST02641,Mumbai,55+,Male,Churned,4,1799.27,449.82,Fruits & Veg,1
CUST02642,Kolkata,35-44,Female,Regular,11,2229.91,202.72,Bakery,10
CUST02643,Mumbai,18-24,Male,Regular,4,916.34,229.09,Dairy & Breakfast,6
CUST02644,Chennai,55+,Male,Regular,4,2066.92,516.73,Fruits & Veg,4
CUST02645,Kolkata,18-24,Male,Regular,6,1557.4,259.57,Dairy & Breakfast,3
CUST02646,Hyderabad,35-44,Female,Premium,22,16646.57,756.66,Cleaning,2
CUST02647,Mumbai,18-24,Female,Premium,53,28896.0,545.21,Bakery,4
CUST02648,Hyderabad,18-24,Female,New,1,356.46,356.46,Personal Care,10
CUST02649,Hyderabad,55+,Female,Churned,1,767.09,767.09,Cleaning,3
CUST02650,Mumbai,18-24,Female,Churned,4,3545.59,886.4,Dairy & Breakfast,8
CUST02651,Delhi,35-44,Male,New,1,882.09,882.09,Frozen Food,3
CUST02652,Lucknow,45-54,Female,New,1,745.04,745.04,Frozen Food,10
CUST02653,Jaipur,45-54,Male,Premium,33,15147.24,459.01,Dairy & Breakfast,4
CUST02654,Pune,35-44,Female,Premium,49,14665.89,299.3,Frozen Food,7
CUST02655,Chennai,35-44,Male,Premium,77,28868.79,374.92,Baby Care,6
CUST02656,Delhi,25-34,Female,New,3,750.09,250.03,Fruits & Veg,9
CUST02657,Mumbai,18-24,Female,Churned,1,476.41,476.41,Frozen Food,6
CUST02658,Bangalore,25-34,Male,Premium,68,59803.84,879.47,Bakery,10
CUST02659,Delhi,35-44,Male,Regular,15,9086.85,605.79,Meat & Seafood,4
CUST02660,Pune,25-34,Male,Churned,1,868.89,868.89,Beverages,5
CUST02661,Hyderabad,35-44,Female,Regular,20,11133.72,556.69,Frozen Food,6
CUST02662,Mumbai,18-24,Male,Regular,18,4610.07,256.12,Meat & Seafood,6
CUST02663,Bangalore,45-54,Male,Regular,15,3589.53,239.3,Cleaning,8
CUST02664,Bangalore,35-44,Male,Regular,11,8319.8,756.35,Baby Care,1
CUST02665,Chennai,18-24,Female,New,1,456.65,456.65,Dairy & Breakfast,8
CUST02666,Delhi,35-44,Male,New,1,208.59,208.59,Snacks & Munchies,9
CUST02667,Mumbai,18-24,Female,Premium,75,57486.06,766.48,Beverages,7
CUST02668,Ahmedabad,35-44,Male,New,1,846.61,846.61,Personal Care,7
CUST02669,Bangalore,18-24,Male,Regular,13,6054.3,465.72,Beverages,9
CUST02670,Mumbai,35-44,Female,Regular,17,5339.42,314.08,Cleaning,4
CUST02671,Chennai,25-34,Male,New,2,1643.63,821.82,Meat & Seafood,10
CUST02672,Bangalore,25-34,Female,Premium,50,39719.68,794.39,Cleaning,9
CUST02673,Mumbai,18-24,Male,New,1,644.81,644.81,Fruits & Veg,9
CUST02674,Mumbai,35-44,Male,Regular,20,5674.49,283.72,Bakery,8
CUST02675,Delhi,18-24,Female,Regular,10,2100.5,210.05,Snacks & Munchies,5
CUST02676,Bangalore,25-34,Female,Regular,12,6157.02,513.09,Snacks & Munchies,10
CUST02677,Mumbai,55+,Male,Regular,16,3427.44,214.22,Frozen Food,5
CUST02678,Kolkata,45-54,Male,Regular,9,4861.94,540.22,Bakery,1
CUST02679,Mumbai,55+,Male,New,2,857.27,428.63,Frozen Food,6
CUST02680,Chennai,55+,Female,Premium,80,24394.8,304.94,Meat & Seafood,3
CUST02681,Bangalore,25-34,Female,Regular,12,4611.03,384.25,Bakery,3
CUST02682,Hyderabad,25-34,Male,Regular,17,8444.69,496.75,Cleaning,1
CUST02683,Delhi,35-44,Female,Regular,4,1403.45,350.86,Personal Care,3
CUST02684,Delhi,18-24,Male,New,2,710.06,355.03,Dairy & Breakfast,5
CUST02685,Hyderabad,18-24,Male,Regular,12,3253.45,271.12,Baby Care,10
CUST02686,Bangalore,45-54,Male,New,2,1706.19,853.1,Cleaning,2
CUST02687,Lucknow,25-34,Female,Premium,45,10952.92,243.4,Frozen Food,10
CUST02688,Mumbai,45-54,Female,Regular,17,7616.58,448.03,Beverages,6
CUST02689,Mumbai,55+,Female,Premium,73,61740.36,845.76,Fruits & Veg,2
CUST02690,Hyderabad,35-44,Female,New,2,1493.37,746.68,Baby Care,5
CUST02691,Delhi,25-34,Male,Regular,19,9429.28,496.28,Personal Care,2
CUST02692,Hyderabad,35-44,Female,New,3,1932.64,644.21,Frozen Food,10
CUST02693,Bangalore,18-24,Male,Regular,10,5991.82,599.18,Meat & Seafood,8
CUST02694,Jaipur,35-44,Male,Churned,2,1219.39,609.7,Snacks & Munchies,10
CUST02695,Delhi,55+,Female,New,1,347.57,347.57,Snacks & Munchies,7
CUST02696,Delhi,25-34,Female,New,3,2315.48,771.83,Frozen Food,7
CUST02697,Bangalore,35-44,Male,Regular,8,2279.56,284.94,Beverages,5
CUST02698,Lucknow,18-24,Male,Regular,10,5267.37,526.74,Baby Care,3
CUST02699,Bangalore,35-44,Female,Premium,79,62518.35,791.37,Beverages,2
CUST02700,Mumbai,35-44,Female,Regular,12,9659.28,804.94,Cleaning,2
CUST02701,Mumbai,25-34,Male,Regular,12,5523.31,460.28,Snacks & Munchies,8
CUST02702,Mumbai,25-34,Female,New,2,1004.96,502.48,Personal Care,8
CUST02703,Mumbai,35-44,Female,Regular,18,6965.19,386.95,Fruits & Veg,3
CUST02704,Mumbai,35-44,Male,Regular,14,2976.13,212.58,Dairy & Breakfast,5
CUST02705,Pune,35-44,Male,Premium,80,51839.68,648.0,Beverages,8
CUST02706,Lucknow,18-24,Male,Premium,52,18851.91,362.54,Beverages,2
CUST02707,Mumbai,25-34,Male,Premium,52,21810.78,419.44,Beverages,10
CUST02708,Bangalore,55+,Male,New,3,661.75,220.58,Cleaning,5
CUST02709,Delhi,25-34,Female,New,1,496.29,496.29,Personal Care,10
CUST02710,Delhi,55+,Male,New,2,779.11,389.56,Dairy & Breakfast,10
CUST02711,Hyderabad,35-44,Female,Regular,4,3196.44,799.11,Personal Care,10
CUST02712,Bangalore,25-34,Female,Premium,36,18330.04,509.17,Beverages,9
CUST02713,Mumbai,25-34,Male,New,1,386.87,386.87,Cleaning,10
CUST02714,Chennai,18-24,Female,Regular,16,8586.84,536.68,Beverages,4
CUST02715,Bangalore,25-34,Female,New,3,2438.75,812.92,Snacks & Munchies,2
CUST02716,Kolkata,25-34,Male,Regular,15,9104.94,607.0,Personal Care,10
CUST02717,Kolkata,45-54,Female,New,3,2698.86,899.62,Bakery,6
CUST02718,Delhi,35-44,Male,Regular,13,3129.85,240.76,Meat & Seafood,8
CUST02719,Mumbai,25-34,Female,Premium,39,28539.6,731.78,Snacks & Munchies,6
CUST02720,Bangalore,18-24,Female,Premium,71,32573.32,458.78,Bakery,6
CUST02721,Ahmedabad,55+,Male,New,2,1341.54,670.77,Personal Care,7
CUST02722,Mumbai,25-34,Male,Churned,3,1134.94,378.31,Frozen Food,10
CUST02723,Pune,55+,Male,Regular,16,5486.64,342.92,Frozen Food,7
CUST02724,Delhi,18-24,Female,New,2,1441.58,720.79,Bakery,4
CUST02725,Bangalore,25-34,Male,Churned,5,1742.65,348.53,Frozen Food,6
CUST02726,Delhi,35-44,Male,New,1,545.52,545.52,Baby Care,2
CUST02727,Delhi,25-34,Female,Regular,12,4676.29,389.69,Meat & Seafood,1
CUST02728,Mumbai,35-44,Male,New,1,389.68,389.68,Fruits & Veg,8
CUST02729,Hyderabad,45-54,Female,Regular,13,5133.29,394.87,Beverages,7
CUST02730,Bangalore,25-34,Male,Regular,6,3187.88,531.31,Meat & Seafood,10
CUST02731,Bangalore,45-54,Female,Regular,7,3913.79,559.11,Dairy & Breakfast,2
CUST02732,Bangalore,25-34,Male,New,2,1465.89,732.95,Personal Care,10
CUST02733,Mumbai,35-44,Female,Churned,1,684.04,684.04,Meat & Seafood,8
CUST02734,Mumbai,25-34,Male,Regular,18,12194.87,677.49,Snacks & Munchies,7
CUST02735,Ahmedabad,35-44,Female,New,2,1526.01,763.0,Meat & Seafood,4
CUST02736,Hyderabad,45-54,Male,New,1,217.87,217.87,Beverages,8
CUST02737,Ahmedabad,18-24,Male,Regular,19,4232.32,222.75,Baby Care,6
CUST02738,Delhi,35-44,Female,Regular,6,1774.9,295.82,Cleaning,3
CUST02739,Hyderabad,45-54,Male,Regular,13,7522.12,578.62,Frozen Food,9
CUST02740,Mumbai,25-34,Female,New,3,1942.59,647.53,Frozen Food,5
CUST02741,Hyderabad,18-24,Male,Premium,38,11519.54,303.15,Meat & Seafood,8
CUST02742,Pune,35-44,Male,New,2,614.49,307.25,Bakery,1
CUST02743,Mumbai,18-24,Female,Regular,15,10045.2,669.68,Personal Care,7
CUST02744,Hyderabad,35-44,Male,Premium,48,37359.56,778.32,Beverages,10
CUST02745,Bangalore,35-44,Female,New,2,1459.99,730.0,Fruits & Veg,8
CUST02746,Delhi,35-44,Male,Premium,68,15097.78,222.03,Meat & Seafood,7
CUST02747,Mumbai,25-34,Female,Premium,21,16403.75,781.13,Meat & Seafood,9
CUST02748,Mumbai,55+,Female,Churned,2,1745.2,872.6,Snacks & Munchies,9
CUST02749,Bangalore,18-24,Female,Regular,8,1761.97,220.25,Snacks & Munchies,4
CUST02750,Lucknow,18-24,Male,Premium,29,16044.83,553.27,Frozen Food,5
CUST02751,Delhi,18-24,Female,Premium,27,8240.54,305.21,Fruits & Veg,6
CUST02752,Pune,18-24,Female,Regular,17,7566.7,445.1,Meat & Seafood,7
CUST02753,Pune,45-54,Male,New,2,1132.03,566.01,Fruits & Veg,6
CUST02754,Jaipur,35-44,Female,Regular,8,6731.21,841.4,Cleaning,4
CUST02755,Pune,45-54,Female,Regular,14,7915.55,565.4,Meat & Seafood,8
CUST02756,Pune,35-44,Male,New,3,1517.29,505.76,Cleaning,10
CUST02757,Kolkata,45-54,Female,Premium,70,24531.61,350.45,Bakery,1
CUST02758,Mumbai,25-34,Female,New,1,451.26,451.26,Beverages,3
CUST02759,Hyderabad,18-24,Female,New,1,830.11,830.11,Frozen Food,5
CUST02760,Ahmedabad,35-44,Female,New,3,2376.57,792.19,Fruits & Veg,5
CUST02761,Delhi,18-24,Male,New,3,2491.28,830.43,Bakery,9
CUST02762,Mumbai,25-34,Female,Regular,7,4484.08,640.58,Personal Care,6
CUST02763,Delhi,55+,Male,Regular,9,3556.2,395.13,Baby Care,8
CUST02764,Chennai,18-24,Female,Churned,4,2249.89,562.47,Beverages,7
CUST02765,Mumbai,25-34,Female,New,3,1768.37,589.46,Bakery,4
CUST02766,Mumbai,25-34,Male,Regular,16,3848.57,240.54,Bakery,1
CUST02767,Bangalore,35-44,Male,Churned,2,1328.02,664.01,Snacks & Munchies,8
CUST02768,Chennai,18-24,Female,Premium,79,57326.13,725.65,Fruits & Veg,7
CUST02769,Mumbai,45-54,Male,New,3,1212.74,404.25,Dairy & Breakfast,3
CUST02770,Chennai,55+,Male,New,1,653.57,653.57,Dairy & Breakfast,9
CUST02771,Delhi,35-44,Male,Premium,65,20950.08,322.31,Bakery,8
CUST02772,Mumbai,18-24,Female,New,2,1107.01,553.5,Bakery,8
CUST02773,Delhi,25-34,Female,Regular,14,11594.61,828.19,Personal Care,10
CUST02774,Mumbai,18-24,Male,Regular,12,6344.41,528.7,Personal Care,1
CUST02775,Mumbai,25-34,Female,Regular,13,6594.41,507.26,Beverages,4
CUST02776,Bangalore,35-44,Female,Regular,4,1520.78,380.19,Dairy & Breakfast,8
CUST02777,Bangalore,25-34,Female,Regular,14,5812.87,415.2,Fruits & Veg,7
CUST02778,Chennai,25-34,Male,Regular,9,7946.87,882.99,Beverages,5
CUST02779,Chennai,18-24,Female,New,3,2633.19,877.73,Beverages,9
CUST02780,Lucknow,35-44,Female,Premium,24,14634.71,609.78,Dairy & Breakfast,7
CUST02781,Bangalore,18-24,Female,Regular,15,3470.01,231.33,Beverages,5
CUST02782,Chennai,35-44,Female,Churned,3,2474.33,824.78,Meat & Seafood,4
CUST02783,Hyderabad,45-54,Female,Regular,9,7906.03,878.45,Cleaning,2
CUST02784,Chennai,45-54,Female,New,3,1256.77,418.92,Personal Care,6
CUST02785,Mumbai,18-24,Female,Regular,15,5135.0,342.33,Fruits & Veg,2
CUST02786,Bangalore,18-24,Female,Churned,3,1640.02,546.67,Personal Care,2
CUST02787,Mumbai,35-44,Female,Regular,10,6761.55,676.15,Beverages,7
CUST02788,Bangalore,18-24,Male,Regular,6,1896.93,316.16,Bakery,9
CUST02789,Mumbai,18-24,Female,Regular,5,3500.8,700.16,Baby Care,7
CUST02790,Hyderabad,45-54,Male,Regular,7,5901.51,843.07,Bakery,8
CUST02791,Delhi,35-44,Female,Churned,1,749.78,749.78,Personal Care,6
CUST02792,Kolkata,25-34,Male,Regular,20,10283.43,514.17,Bakery,4
CUST02793,Chennai,25-34,Female,Premium,61,49273.84,807.77,Beverages,5
CUST02794,Mumbai,25-34,Male,New,3,2013.94,671.31,Frozen Food,5
CUST02795,Mumbai,25-34,Male,Regular,17,3456.98,203.35,Snacks & Munchies,9
CUST02796,Ahmedabad,35-44,Female,Premium,70,28041.3,400.59,Snacks & Munchies,9
CUST02797,Lucknow,25-34,Female,New,2,1650.64,825.32,Fruits & Veg,1
CUST02798,Pune,55+,Male,Premium,57,12173.53,213.57,Fruits & Veg,4
CUST02799,Mumbai,18-24,Male,New,2,871.25,435.62,Frozen Food,10
CUST02800,Pune,25-34,Female,New,1,604.13,604.13,Dairy & Breakfast,7
CUST02801,Hyderabad,35-44,Female,Regular,12,7041.56,586.8,Meat & Seafood,10
CUST02802,Chennai,25-34,Female,New,1,336.65,336.65,Dairy & Breakfast,7
CUST02803,Bangalore,35-44,Female,Regular,20,7058.98,352.95,Meat & Seafood,7
CUST02804,Kolkata,25-34,Female,Premium,47,36244.7,771.16,Cleaning,6
CUST02805,Bangalore,25-34,Male,Regular,8,3702.99,462.87,Cleaning,1
CUST02806,Mumbai,25-34,Female,Regular,10,7463.58,746.36,Cleaning,3
CUST02807,Chennai,18-24,Female,New,2,1092.64,546.32,Personal Care,5
CUST02808,Bangalore,25-34,Female,Regular,6,2426.74,404.46,Dairy & Breakfast,4
CUST02809,Mumbai,55+,Female,New,3,2085.68,695.23,Personal Care,5
CUST02810,Mumbai,25-34,Male,Regular,6,1303.44,217.24,Personal Care,6
CUST02811,Delhi,18-24,Female,Churned,4,2634.14,658.53,Cleaning,8
CUST02812,Delhi,55+,Female,New,1,703.37,703.37,Cleaning,5
CUST02813,Kolkata,25-34,Female,Regular,10,8270.6,827.06,Frozen Food,5
CUST02814,Pune,35-44,Female,Regular,13,5748.22,442.17,Bakery,8
CUST02815,Bangalore,18-24,Female,Regular,17,8320.41,489.44,Meat & Seafood,10
CUST02816,Mumbai,25-34,Male,Regular,6,4064.83,677.47,Personal Care,10
CUST02817,Delhi,35-44,Male,Regular,5,3019.7,603.94,Dairy & Breakfast,3
CUST02818,Bangalore,55+,Female,New,3,2459.87,819.96,Personal Care,10
CUST02819,Hyderabad,25-34,Female,Regular,11,7756.88,705.17,Fruits & Veg,1
CUST02820,Pune,55+,Male,Regular,6,1709.06,284.84,Beverages,3
CUST02821,Lucknow,25-34,Male,Regular,17,3533.94,207.88,Frozen Food,4
CUST02822,Delhi,18-24,Female,New,1,731.27,731.27,Fruits & Veg,1
CUST02823,Kolkata,35-44,Male,Churned,5,2418.74,483.75,Beverages,5
CUST02824,Delhi,35-44,Male,Premium,73,14946.05,204.74,Beverages,7
CUST02825,Chennai,25-34,Male,New,3,1858.12,619.37,Bakery,5
CUST02826,Hyderabad,25-34,Male,Churned,4,1922.45,480.61,Dairy & Breakfast,3
CUST02827,Delhi,55+,Female,Regular,19,11193.45,589.13,Cleaning,2
CUST02828,Delhi,18-24,Female,New,3,2621.61,873.87,Baby Care,2
CUST02829,Bangalore,35-44,Male,Premium,25,18463.3,738.53,Fruits & Veg,5
CUST02830,Kolkata,25-34,Female,New,1,326.02,326.02,Personal Care,6
CUST02831,Lucknow,55+,Female,Regular,14,3864.67,276.05,Meat & Seafood,10
CUST02832,Pune,18-24,Male,Regular,6,4290.61,715.1,Personal Care,2
CUST02833,Jaipur,18-24,Female,Regular,18,12997.09,722.06,Frozen Food,2
CUST02834,Bangalore,35-44,Female,Regular,20,5428.22,271.41,Fruits & Veg,1
CUST02835,Mumbai,35-44,Female,Regular,8,4849.24,606.15,Bakery,9
CUST02836,Bangalore,25-34,Female,Churned,3,1013.09,337.7,Bakery,5
CUST02837,Ahmedabad,25-34,Female,Premium,63,31011.42,492.24,Meat & Seafood,8
CUST02838,Kolkata,35-44,Female,New,2,946.68,473.34,Beverages,7
CUST02839,Hyderabad,45-54,Female,Premium,70,58788.6,839.84,Snacks & Munchies,6
CUST02840,Delhi,25-34,Female,Premium,32,18211.88,569.12,Bakery,1
CUST02841,Hyderabad,35-44,Female,New,3,1029.51,343.17,Baby Care,2
CUST02842,Mumbai,25-34,Female,Premium,78,23524.99,301.6,Cleaning,3
CUST02843,Lucknow,45-54,Female,Premium,78,65565.8,840.59,Dairy & Breakfast,9
CUST02844,Delhi,35-44,Female,Premium,78,25740.08,330.0,Frozen Food,7
CUST02845,Delhi,25-34,Male,New,2,1152.43,576.22,Dairy & Breakfast,5
CUST02846,Mumbai,25-34,Male,New,3,2157.19,719.06,Baby Care,8
CUST02847,Bangalore,18-24,Female,Regular,18,3600.67,200.04,Cleaning,9
CUST02848,Ahmedabad,25-34,Female,New,2,1448.74,724.37,Personal Care,6
CUST02849,Mumbai,45-54,Male,New,2,851.29,425.64,Baby Care,7
CUST02850,Mumbai,45-54,Female,Premium,47,15760.41,335.33,Meat & Seafood,9
CUST02851,Mumbai,25-34,Female,New,1,254.51,254.51,Snacks & Munchies,2
